CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            07 Castilla y León;    2014;        55 y más años;Hombres;38.70;14.57;53.20;;;;;;;;
            08 Castilla - La Mancha;    2014;        55 y más años;Hombres;38.90;24.08;57.61;;;;;;;;
            09 Cataluña;    2014;        55 y más años;Hombres;50.34;18.71;67.57;;;;;;;;
            10 Comunitat Valenciana;    2014;        55 y más años;Hombres;40.18;19.98;59.39;;;;;;;;
            11 Extremadura;    2014;        55 y más años;Hombres;31.05;21.51;53.31;;;;;;;;
            12 Galicia;    2014;        55 y más años;Hombres;33.11;16.72;47.03;;;;;;;;
            13 Madrid, Comunidad de;    2014;        55 y más años;Hombres;43.62;14.95;59.30;;;;;;;;
            14 Murcia, Región de;    2014;        55 y más años;Hombres;37.94;21.01;60.86;;;;;;;;
            15 Navarra, Comunidad Foral de;    2014;        55 y más años;Hombres;45.83;8.91;59.30;;;;;;;;
            16 País Vasco;    2014;        55 y más años;Hombres;43.19;10.34;57.42;;;;;;;;
            17 Rioja, La;    2014;        55 y más años;Hombres;43.16;11.95;54.63;;;;;;;;
            18 Ceuta;    2014;        55 y más años;Hombres;18.40;11.00;41.22;;;;;;;;
            19 Melilla;    2014;        55 y más años;Hombres;26.43;19.82;62.61;;;;;;;;
            01 Andalucía;    2013;        Menores de 25 años;Hombres;30.44;65.25;55.31;;;;;;;;
            02 Aragón;    2013;        Menores de 25 años;Hombres;42.40;51.06;58.37;;;;;;;;
            03 Asturias, Principado de;    2013;        Menores de 25 años;Hombres;28.20;53.02;45.15;;;;;;;;
            04 Balears, Illes;    2013;        Menores de 25 años;Hombres;45.80;40.83;60.92;;;;;;;;
            05 Canarias;    2013;        Menores de 25 años;Hombres;30.06;67.80;56.37;;;;;;;;
            06 Cantabria;    2013;        Menores de 25 años;Hombres;23.71;56.11;40.53;;;;;;;;
            07 Castilla y León;    2013;        Menores de 25 años;Hombres;34.74;48.72;52.31;;;;;;;;
            08 Castilla - La Mancha;    2013;        Menores de 25 años;Hombres;38.74;60.21;60.92;;;;;;;;
            09 Cataluña;    2013;        Menores de 25 años;Hombres;46.92;53.90;65.99;;;;;;;;
            10 Comunitat Valenciana;    2013;        Menores de 25 años;Hombres;35.91;57.67;61.26;;;;;;;;
            11 Extremadura;    2013;        Menores de 25 años;Hombres;29.74;62.42;53.16;;;;;;;;
            12 Galicia;    2013;        Menores de 25 años;Hombres;34.28;50.91;50.67;;;;;;;;
            13 Madrid, Comunidad de;    2013;        Menores de 25 años;Hombres;38.25;49.05;57.50;;;;;;;;
            14 Murcia, Región de;    2013;        Menores de 25 años;Hombres;32.88;53.44;53.88;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        Menores de 25 años;Hombres;47.60;47.54;60.81;;;;;;;;
            16 País Vasco;    2013;        Menores de 25 años;Hombres;39.58;48.26;52.57;;;;;;;;
            17 Rioja, La;    2013;        Menores de 25 años;Hombres;45.76;48.16;58.12;;;;;;;;
            18 Ceuta;    2013;        Menores de 25 años;Hombres;18.27;76.84;40.74;;;;;;;;
            19 Melilla;    2013;        Menores de 25 años;Hombres;22.03;49.40;48.23;;;;;;;;
            01 Andalucía;    2013;        25 y más años;Hombres;25.09;31.99;54.50;;;;;;;;
            02 Aragón;    2013;        25 y más años;Hombres;42.65;18.12;62.21;;;;;;;;
            03 Asturias, Principado de;    2013;        25 y más años;Hombres;19.77;22.23;44.74;;;;;;;;
            04 Balears, Illes;    2013;        25 y más años;Hombres;41.39;21.03;66.12;;;;;;;;
            05 Canarias;    2013;        25 y más años;Hombres;31.04;31.52;62.43;;;;;;;;
            06 Cantabria;    2013;        25 y más años;Hombres;31.05;18.27;46.82;;;;;;;;
            07 Castilla y León;    2013;        25 y más años;Hombres;37.70;18.25;54.83;;;;;;;;
            08 Castilla - La Mancha;    2013;        25 y más años;Hombres;31.75;24.56;57.36;;;;;;;;
            09 Cataluña;    2013;        25 y más años;Hombres;43.27;21.14;63.09;;;;;;;;
            10 Comunitat Valenciana;    2013;        25 y más años;Hombres;34.30;24.62;58.72;;;;;;;;
            11 Extremadura;    2013;        25 y más años;Hombres;28.27;29.20;55.99;;;;;;;;
            12 Galicia;    2013;        25 y más años;Hombres;32.94;20.56;52.78;;;;;;;;
            13 Madrid, Comunidad de;    2013;        25 y más años;Hombres;35.48;17.13;56.21;;;;;;;;
            14 Murcia, Región de;    2013;        25 y más años;Hombres;39.45;26.32;62.54;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        25 y más años;Hombres;35.28;15.36;53.14;;;;;;;;
            16 País Vasco;    2013;        25 y más años;Hombres;36.06;14.93;52.67;;;;;;;;
            17 Rioja, La;    2013;        25 y más años;Hombres;34.11;17.47;53.41;;;;;;;;
            18 Ceuta;    2013;        25 y más años;Hombres;18.55;24.98;56.81;;;;;;;;
            19 Melilla;    2013;        25 y más años;Hombres;23.58;31.29;55.82;;;;;;;;
            01 Andalucía;    2013;        De 16 a 19 años;Hombres;27.27;77.85;57.69;;;;;;;;
            02 Aragón;    2013;        De 16 a 19 años;Hombres;40.53;85.90;59.68;;;;;;;;
            03 Asturias, Principado de;    2013;        De 16 a 19 años;Hombres;25.04;84.08;43.52;;;;;;;;
            04 Balears, Illes;    2013;        De 16 a 19 años;Hombres;38.89;58.89;66.05;;;;;;;;
            05 Canarias;    2013;        De 16 a 19 años;Hombres;29.53;79.49;64.77;;;;;;;;
            06 Cantabria;    2013;        De 16 a 19 años;Hombres;24.28;69.83;46.64;;;;;;;;
            07 Castilla y León;    2013;        De 16 a 19 años;Hombres;30.28;67.19;51.01;;;;;;;;
            08 Castilla - La Mancha;    2013;        De 16 a 19 años;Hombres;27.12;80.03;55.28;;;;;;;;
            09 Cataluña;    2013;        De 16 a 19 años;Hombres;38.03;72.39;62.80;;;;;;;;
            10 Comunitat Valenciana;    2013;        De 16 a 19 años;Hombres;33.24;68.63;60.45;;;;;;;;
            11 Extremadura;    2013;        De 16 a 19 años;Hombres;31.37;69.99;58.59;;;;;;;;
            12 Galicia;    2013;        De 16 a 19 años;Hombres;28.40;60.62;49.27;;;;;;;;
            13 Madrid, Comunidad de;    2013;        De 16 a 19 años;Hombres;36.91;71.87;64.28;;;;;;;;
            14 Murcia, Región de;    2013;        De 16 a 19 años;Hombres;35.70;62.81;63.16;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        De 16 a 19 años;Hombres;29.05;65.89;46.49;;;;;;;;
            16 País Vasco;    2013;        De 16 a 19 años;Hombres;30.36;53.91;51.66;;;;;;;;
            17 Rioja, La;    2013;        De 16 a 19 años;Hombres;36.05;45.25;57.93;;;;;;;;
            18 Ceuta;    2013;        De 16 a 19 años;Hombres;14.64;88.46;60.44;;;;;;;;
            19 Melilla;    2013;        De 16 a 19 años;Hombres;28.11;36.66;68.27;;;;;;;;
            01 Andalucía;    2013;        De 20 a 24 años;Hombres;24.34;62.41;61.99;;;;;;;;
            02 Aragón;    2013;        De 20 a 24 años;Hombres;28.31;41.45;56.23;;;;;;;;
            03 Asturias, Principado de;    2013;        De 20 a 24 años;Hombres;25.74;48.48;45.80;;;;;;;;
            04 Balears, Illes;    2013;        De 20 a 24 años;Hombres;40.26;37.11;65.07;;;;;;;;
            05 Canarias;    2013;        De 20 a 24 años;Hombres;25.92;65.57;61.23;;;;;;;;
            06 Cantabria;    2013;        De 20 a 24 años;Hombres;24.11;54.96;51.21;;;;;;;;
            07 Castilla y León;    2013;        De 20 a 24 años;Hombres;29.94;45.30;54.11;;;;;;;;
            08 Castilla - La Mancha;    2013;        De 20 a 24 años;Hombres;25.02;55.93;60.85;;;;;;;;
            09 Cataluña;    2013;        De 20 a 24 años;Hombres;37.39;48.94;68.00;;;;;;;;
            10 Comunitat Valenciana;    2013;        De 20 a 24 años;Hombres;28.79;55.06;62.44;;;;;;;;
            11 Extremadura;    2013;        De 20 a 24 años;Hombres;27.72;60.66;57.52;;;;;;;;
            12 Galicia;    2013;        De 20 a 24 años;Hombres;28.94;49.61;54.10;;;;;;;;
            13 Madrid, Comunidad de;    2013;        De 20 a 24 años;Hombres;32.51;44.17;58.95;;;;;;;;
            14 Murcia, Región de;    2013;        De 20 a 24 años;Hombres;33.14;51.39;61.90;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        De 20 a 24 años;Hombres;27.32;44.95;52.12;;;;;;;;
            16 País Vasco;    2013;        De 20 a 24 años;Hombres;25.49;47.43;46.94;;;;;;;;
            17 Rioja, La;    2013;        De 20 a 24 años;Hombres;34.26;48.88;60.88;;;;;;;;
            18 Ceuta;    2013;        De 20 a 24 años;Hombres;25.92;73.07;56.09;;;;;;;;
            19 Melilla;    2013;        De 20 a 24 años;Hombres;37.30;52.26;53.67;;;;;;;;
            01 Andalucía;    2013;        De 25 a 54 años;Hombres;22.69;32.32;60.36;;;;;;;;
            02 Aragón;    2013;        De 25 a 54 años;Hombres;34.50;19.08;58.93;;;;;;;;
            03 Asturias, Principado de;    2013;        De 25 a 54 años;Hombres;29.07;24.64;56.43;;;;;;;;
            04 Balears, Illes;    2013;        De 25 a 54 años;Hombres;44.01;21.69;69.99;;;;;;;;
            05 Canarias;    2013;        De 25 a 54 años;Hombres;22.35;32.54;64.91;;;;;;;;
            06 Cantabria;    2013;        De 25 a 54 años;Hombres;22.54;19.06;50.05;;;;;;;;
            07 Castilla y León;    2013;        De 25 a 54 años;Hombres;31.76;18.81;58.06;;;;;;;;
            08 Castilla - La Mancha;    2013;        De 25 a 54 años;Hombres;28.38;24.69;64.40;;;;;;;;
            09 Cataluña;    2013;        De 25 a 54 años;Hombres;36.16;21.71;70.81;;;;;;;;
            10 Comunitat Valenciana;    2013;        De 25 a 54 años;Hombres;28.30;25.32;62.96;;;;;;;;
            11 Extremadura;    2013;        De 25 a 54 años;Hombres;24.60;29.02;62.53;;;;;;;;
            12 Galicia;    2013;        De 25 a 54 años;Hombres;27.69;21.42;54.96;;;;;;;;
            13 Madrid, Comunidad de;    2013;        De 25 a 54 años;Hombres;33.62;17.35;60.22;;;;;;;;
            14 Murcia, Región de;    2013;        De 25 a 54 años;Hombres;31.40;27.12;64.61;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        De 25 a 54 años;Hombres;29.95;16.51;54.40;;;;;;;;
            16 País Vasco;    2013;        De 25 a 54 años;Hombres;29.29;15.82;55.71;;;;;;;;
            17 Rioja, La;    2013;        De 25 a 54 años;Hombres;25.38;17.80;49.66;;;;;;;;
            18 Ceuta;    2013;        De 25 a 54 años;Hombres;15.10;26.18;56.06;;;;;;;;
            19 Melilla;    2013;        De 25 a 54 años;Hombres;31.84;33.29;66.70;;;;;;;;
            01 Andalucía;    2013;        55 y más años;Hombres;24.65;29.81;61.29;;;;;;;;
            02 Aragón;    2013;        55 y más años;Hombres;37.43;12.87;61.66;;;;;;;;
            03 Asturias, Principado de;    2013;        55 y más años;Hombres;30.05;9.64;56.43;;;;;;;;
            04 Balears, Illes;    2013;        55 y más años;Hombres;43.50;17.26;72.37;;;;;;;;
            05 Canarias;    2013;        55 y más años;Hombres;24.54;25.41;62.94;;;;;;;;
            06 Cantabria;    2013;        55 y más años;Hombres;32.44;14.01;50.66;;;;;;;;
            07 Castilla y León;    2013;        55 y más años;Hombres;33.09;15.69;56.68;;;;;;;;
            08 Castilla - La Mancha;    2013;        55 y más años;Hombres;32.66;23.76;64.65;;;;;;;;
            09 Cataluña;    2013;        55 y más años;Hombres;36.85;17.91;70.45;;;;;;;;
            10 Comunitat Valenciana;    2013;        55 y más años;Hombres;29.67;20.69;63.52;;;;;;;;
            11 Extremadura;    2013;        55 y más años;Hombres;27.43;30.28;65.30;;;;;;;;
            12 Galicia;    2013;        55 y más años;Hombres;31.89;16.24;57.42;;;;;;;;
            13 Madrid, Comunidad de;    2013;        55 y más años;Hombres;32.95;15.84;62.02;;;;;;;;
            14 Murcia, Región de;    2013;        55 y más años;Hombres;34.73;20.94;64.96;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        55 y más años;Hombres;37.59;9.32;57.01;;;;;;;;
            16 País Vasco;    2013;        55 y más años;Hombres;36.27;10.21;60.57;;;;;;;;
            17 Rioja, La;    2013;        55 y más años;Hombres;36.21;15.73;61.05;;;;;;;;
            18 Ceuta;    2013;        55 y más años;Hombres;19.34;18.92;68.63;;;;;;;;
            19 Melilla;    2013;        55 y más años;Hombres;20.13;20.30;55.16;;;;;;;;
            01 Andalucía;    2012;        Menores de 25 años;Hombres;30.40;63.41;64.32;;;;;;;;
            02 Aragón;    2012;        Menores de 25 años;Hombres;40.36;46.30;65.65;;;;;;;;
            03 Asturias, Principado de;    2012;        Menores de 25 años;Hombres;24.87;47.90;50.03;;;;;;;;
            04 Balears, Illes;    2012;        Menores de 25 años;Hombres;40.06;45.78;70.39;;;;;;;;
            05 Canarias;    2012;        Menores de 25 años;Hombres;35.53;62.79;64.18;;;;;;;;
            06 Cantabria;    2012;        Menores de 25 años;Hombres;39.14;38.32;62.67;;;;;;;;
            07 Castilla y León;    2012;        Menores de 25 años;Hombres;39.07;45.61;61.59;;;;;;;;
            08 Castilla - La Mancha;    2012;        Menores de 25 años;Hombres;38.15;53.36;68.85;;;;;;;;
            09 Cataluña;    2012;        Menores de 25 años;Hombres;39.05;52.63;70.44;;;;;;;;
            10 Comunitat Valenciana;    2012;        Menores de 25 años;Hombres;32.51;55.72;65.96;;;;;;;;
            11 Extremadura;    2012;        Menores de 25 años;Hombres;33.66;58.95;59.67;;;;;;;;
            12 Galicia;    2012;        Menores de 25 años;Hombres;37.63;45.63;59.26;;;;;;;;
            13 Madrid, Comunidad de;    2012;        Menores de 25 años;Hombres;39.31;52.33;64.32;;;;;;;;
            14 Murcia, Región de;    2012;        Menores de 25 años;Hombres;38.51;51.24;69.26;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        Menores de 25 años;Hombres;48.72;38.70;62.57;;;;;;;;
            16 País Vasco;    2012;        Menores de 25 años;Hombres;42.17;41.67;59.79;;;;;;;;
            17 Rioja, La;    2012;        Menores de 25 años;Hombres;39.32;44.38;59.06;;;;;;;;
            18 Ceuta;    2012;        Menores de 25 años;Hombres;32.05;76.72;62.27;;;;;;;;
            19 Melilla;    2012;        Menores de 25 años;Hombres;17.56;64.45;47.06;;;;;;;;
            01 Andalucía;    2012;        25 y más años;Hombres;35.10;30.52;65.88;;;;;;;;
            02 Aragón;    2012;        25 y más años;Hombres;49.53;15.74;67.20;;;;;;;;
            03 Asturias, Principado de;    2012;        25 y más años;Hombres;34.27;20.46;55.32;;;;;;;;
            04 Balears, Illes;    2012;        25 y más años;Hombres;43.89;20.40;75.40;;;;;;;;
            05 Canarias;    2012;        25 y más años;Hombres;31.80;29.37;66.02;;;;;;;;
            06 Cantabria;    2012;        25 y más años;Hombres;40.05;17.06;58.18;;;;;;;;
            07 Castilla y León;    2012;        25 y más años;Hombres;43.25;16.13;62.39;;;;;;;;
            08 Castilla - La Mancha;    2012;        25 y más años;Hombres;43.80;23.21;73.65;;;;;;;;
            09 Cataluña;    2012;        25 y más años;Hombres;45.02;20.69;73.67;;;;;;;;
            10 Comunitat Valenciana;    2012;        25 y más años;Hombres;44.47;25.03;69.56;;;;;;;;
            11 Extremadura;    2012;        25 y más años;Hombres;38.85;27.85;64.90;;;;;;;;
            12 Galicia;    2012;        25 y más años;Hombres;41.10;19.12;60.72;;;;;;;;
            13 Madrid, Comunidad de;    2012;        25 y más años;Hombres;45.43;16.72;69.11;;;;;;;;
            14 Murcia, Región de;    2012;        25 y más años;Hombres;41.68;25.61;66.24;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        25 y más años;Hombres;48.26;15.29;66.06;;;;;;;;
            16 País Vasco;    2012;        25 y más años;Hombres;38.92;14.00;57.54;;;;;;;;
            17 Rioja, La;    2012;        25 y más años;Hombres;42.24;17.13;56.48;;;;;;;;
            18 Ceuta;    2012;        25 y más años;Hombres;32.10;24.44;66.79;;;;;;;;
            19 Melilla;    2012;        25 y más años;Hombres;40.31;19.26;63.29;;;;;;;;
            01 Andalucía;    2012;        De 16 a 19 años;Hombres;39.74;77.67;68.43;;;;;;;;
            02 Aragón;    2012;        De 16 a 19 años;Hombres;45.96;83.11;67.37;;;;;;;;
            03 Asturias, Principado de;    2012;        De 16 a 19 años;Hombres;43.07;68.47;61.94;;;;;;;;
            04 Balears, Illes;    2012;        De 16 a 19 años;Hombres;53.58;74.21;80.25;;;;;;;;
            05 Canarias;    2012;        De 16 a 19 años;Hombres;37.88;71.29;69.36;;;;;;;;
            06 Cantabria;    2012;        De 16 a 19 años;Hombres;48.73;64.89;64.38;;;;;;;;
            07 Castilla y León;    2012;        De 16 a 19 años;Hombres;50.09;62.68;65.89;;;;;;;;
            08 Castilla - La Mancha;    2012;        De 16 a 19 años;Hombres;50.49;70.37;71.51;;;;;;;;
            09 Cataluña;    2012;        De 16 a 19 años;Hombres;47.78;72.61;75.07;;;;;;;;
            10 Comunitat Valenciana;    2012;        De 16 a 19 años;Hombres;47.74;66.27;73.26;;;;;;;;
            11 Extremadura;    2012;        De 16 a 19 años;Hombres;44.03;63.17;65.30;;;;;;;;
            12 Galicia;    2012;        De 16 a 19 años;Hombres;47.52;52.27;66.33;;;;;;;;
